LJ037-0206.wav|372
LJ043-0046.wav|187
LJ030-0167.wav|650
LJ013-0108.wav|430
LJ013-0183.wav|362
LJ007-0144.wav|631
LJ003-0225.wav|234
LJ009-0185.wav|500
LJ032-0275.wav|830
LJ021-0167.wav|691
LJ049-0210.wav|468
LJ017-0176.wav|591
LJ013-0009.wav|702
LJ007-0026.wav|654
LJ004-0147.wav|710
LJ005-0015.wav|598
LJ046-0238.wav|444
LJ045-0230.wav|623
LJ042-0027.wav|362
LJ018-0372.wav|709
LJ048-0197.wav|774
LJ004-0082.wav|780
LJ028-0116.wav|694
LJ015-0293.wav|159
LJ033-0106.wav|633
LJ009-0195.wav|545
LJ020-0108.wav|440
LJ035-0026.wav|839
LJ014-0155.wav|376
LJ048-0099.wav|783
LJ031-0126.wav|442
LJ006-0049.wav|562
LJ023-0007.wav|632
LJ005-0230.wav|566
LJ007-0242.wav|426
LJ002-0003.wav|863
LJ050-0186.wav|402
LJ016-0056.wav|837
LJ022-0193.wav|737
LJ031-0213.wav|596
LJ038-0142.wav|791
LJ035-0109.wav|600
LJ038-0101.wav|668
LJ015-0102.wav|260
LJ027-0133.wav|739
LJ028-0293.wav|657
LJ027-0062.wav|553
LJ010-0171.wav|337
LJ005-0191.wav|513
LJ012-0115.wav|826
LJ047-0091.wav|392
LJ029-0080.wav|559
LJ043-0171.wav|698
LJ009-0109.wav|503
LJ010-0024.wav|576
LJ003-0283.wav|762
LJ049-0109.wav|638
LJ050-0235.wav|688
LJ027-0045.wav|733
LJ002-0312.wav|778
LJ019-0103.wav|527
LJ017-0107.wav|502
LJ019-0171.wav|334
LJ034-0054.wav|463
LJ019-0058.wav|860
LJ036-0205.wav|819
LJ046-0072.wav|749
LJ002-0106.wav|539
LJ029-0071.wav|559
LJ042-0194.wav|836
LJ005-0178.wav|272
LJ028-0167.wav|468
LJ002-0262.wav|600
LJ050-0197.wav|176
LJ044-0008.wav|312
LJ038-0242.wav|768
LJ009-0082.wav|575
LJ028-0434.wav|565
LJ019-0131.wav|511
LJ042-0016.wav|404
LJ047-0246.wav|498
LJ045-0064.wav|601
LJ019-0306.wav|618
LJ023-0133.wav|394
LJ002-0213.wav|288
LJ015-0203.wav|534
LJ037-0262.wav|709
LJ035-0210.wav|620
LJ018-0342.wav|740
LJ030-0106.wav|655
LJ018-0239.wav|755
LJ038-0215.wav|751
LJ007-0164.wav|476
LJ005-0215.wav|342
LJ028-0352.wav|703
LJ045-0134.wav|475
LJ033-0170.wav|627
LJ043-0086.wav|281
LJ029-0050.wav|680
LJ028-0268.wav|556
LJ045-0019.wav|529
LJ008-0124.wav|743
LJ036-0006.wav|808
LJ011-0157.wav|529
LJ030-0156.wav|688
LJ038-0109.wav|777
LJ024-0025.wav|692
LJ015-0259.wav|588
LJ023-0129.wav|726
LJ012-0153.wav|388
LJ022-0112.wav|680
LJ010-0134.wav|543
LJ006-0169.wav|204
LJ047-0119.wav|487
LJ018-0058.wav|582
LJ027-0175.wav|735
LJ019-0214.wav|425
LJ019-0346.wav|669
LJ018-0262.wav|335
LJ040-0092.wav|720
LJ021-0107.wav|682
LJ049-0010.wav|290
LJ017-0066.wav|522
LJ009-0039.wav|507
LJ031-0123.wav|791
LJ020-0013.wav|568
LJ002-0303.wav|614
LJ038-0028.wav|356
LJ011-0175.wav|433
LJ025-0132.wav|503
LJ005-0095.wav|578
LJ017-0157.wav|709
LJ013-0001.wav|781
LJ034-0109.wav|209
LJ014-0312.wav|753
LJ005-0268.wav|796
LJ031-0136.wav|516
LJ020-0096.wav|526
LJ036-0070.wav|353
LJ021-0168.wav|674
LJ018-0177.wav|612
LJ006-0082.wav|759
LJ032-0044.wav|749
LJ011-0180.wav|532
LJ017-0230.wav|735
LJ050-0144.wav|192
LJ044-0126.wav|530
LJ027-0101.wav|674
LJ045-0236.wav|448
LJ010-0257.wav|596
LJ005-0265.wav|861
LJ011-0253.wav|525
LJ009-0247.wav|783
LJ022-0024.wav|622
LJ010-0262.wav|158
LJ030-0154.wav|599
LJ031-0173.wav|385
LJ029-0124.wav|752
LJ012-0274.wav|247
LJ010-0293.wav|544
LJ028-0308.wav|606
LJ023-0107.wav|679
LJ033-0148.wav|358
LJ012-0071.wav|657
LJ042-0077.wav|826
LJ039-0183.wav|867
LJ035-0128.wav|567
LJ018-0146.wav|664
LJ005-0228.wav|359
LJ036-0164.wav|821
LJ050-0255.wav|197
LJ002-0335.wav|862
LJ050-0206.wav|698
LJ043-0156.wav|334
LJ007-0204.wav|676
LJ014-0099.wav|430
LJ002-0244.wav|464
LJ035-0003.wav|478
LJ046-0009.wav|824
LJ040-0208.wav|450
LJ030-0208.wav|418
LJ010-0072.wav|115
LJ037-0123.wav|808
LJ029-0097.wav|610
LJ006-0173.wav|570
LJ035-0034.wav|537
LJ044-0137.wav|832
LJ036-0026.wav|646
LJ009-0224.wav|545
LJ010-0204.wav|512
LJ017-0191.wav|662
LJ028-0237.wav|576
LJ003-0230.wav|660
LJ034-0134.wav|270
LJ006-0290.wav|850
LJ047-0002.wav|339
LJ016-0377.wav|839
LJ047-0042.wav|438
LJ030-0091.wav|469
LJ027-0048.wav|516
LJ018-0272.wav|836
LJ017-0153.wav|481
LJ029-0049.wav|785
LJ011-0148.wav|557
LJ006-0187.wav|519
LJ003-0329.wav|658
LJ043-0129.wav|544
LJ020-0011.wav|644
LJ034-0194.wav|763
LJ044-0174.wav|249
LJ019-0053.wav|820
LJ011-0033.wav|326
LJ015-0245.wav|812
LJ028-0090.wav|398
LJ032-0014.wav|393
LJ024-0095.wav|474
LJ011-0186.wav|194
LJ047-0174.wav|315
LJ045-0039.wav|617
LJ037-0030.wav|264
LJ049-0089.wav|589
LJ008-0202.wav|526
LJ007-0133.wav|792
LJ015-0103.wav|667
LJ048-0062.wav|792
LJ038-0179.wav|534
LJ050-0029.wav|407
LJ050-0103.wav|656
LJ025-0149.wav|622
LJ003-0061.wav|313
LJ048-0020.wav|556
LJ015-0001.wav|750
